,aro_llm,cor_llm,marca_llm,tamanho_do_quadro_llm,genero_llm,tipo_llm,material_do_quadro_llm,modelo_llm,aro_de_roda_llm,numero_de_marchas_llm,tipo_de_suspensao_llm,recursos_llm,alimentacao_llm,potencia_do_motor_llm,tema_llm,modalidade_llm,tamanho_llm,peso_suportado_llm,adicional_llm,tipo_de_freio_llm,title
258,26,Não informado,ELLOBIKE,Não informado,Não informado,Free Ride,Alumínio,Extreme,Não informado,21,80mm,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco,Bicicleta Extreme Free Ride Aro 26 com 21 Marchas
259,Não informado,Não informado,Não informado,Não informado,Menina,Skate,Não informado,Infantil,Não informado,Não informado,Não informado,Kit de proteção,Não informado,Não informado,Não informado,Street,Não informado,50kg,Montado,Não informado,Skate Infantil com Kit de Proteção - Até 13 Anos
260,20,Amarela,CALOI,Não informado,Meninos,Não informado,Aço,Snap,Não informado,7,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,V-Brake,Bicicleta CALOI Snap Aro 20 7 Velocidades Amarela
261,29,Não informado,KSW,Não informado,Não informado,Não informado,Alumínio,XLT,Não informado,21,80mm,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,a Disco,Bicicleta 29 Ksw Xlt Aluminio 21v Freio a Disco
262,29,Não informado,Ksw,Não informado,Não informado,Não informado,Alumínio,Não informado,Não informado,8,Cursor,Não informado,Não informado,Não informado,Não informado,MTB,Não informado,Não informado,Não informado,Hidráulico,"Bicicleta Aro 29 Ksw 24v Shimano Acera, Freio Hidraulico/k7"
263,29,PretoAzul,Ksw,Não informado,Não informado,Não informado,alumínio,Xlt,Não informado,24,com trava,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,a Disco Hidráulico,Bicicleta aro 29 Ksw Xlt Shimano Altus 24V Freio a Disco Hidráulico Garfo com Trava - Preto/Azul
264,29,Não informado,KSW,Não informado,Não informado,MTB,Alumínio,XLT,29,21,80mm,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco,Bicicleta aro 29 KSW XLT 21 Marcha Shimano Freio a Disco
265,29,Não informado,AVANCE,Não informado,Não informado,Não informado,ALUMÍNIO 6061,INCEPTION,29,24,Over Preto c 80mm SEM TRAVA,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco 160mm MECÂNICOA CABO,Bicicleta Aro 29 Avance 24v Câmbios Importados Mecânico
266,14,Não informado,Bandeirante,Não informado,Feminino,Infantil,Não informado,Lol,Não informado,Não informado,Não informado,"guidão com limitador de giro e regulagem de altura, cestinha removível, selim anatômico com regulagem de altura, pedivela de fácil manutenção, freio dianteiro à tambor, pneus em EVA, cobre corrente integral, rodinhas laterais",Não informado,Não informado,Lol,Não informado,Não informado,27 Kg,Não informado,Tambor,Bicicleta infantil aro 14 lol bandeirante ref: 3302
267,26,PretoVioleta,Rava,155,Não informado,Não informado,Alumínio,Land,26,21V,Suspensão,Não informado,Não informado,Não informado,Não informado,Ciclismo,Não informado,Não informado,Não informado,V-Brake,Bicicleta Rava Land 21V Quadro 15.5
268,29,Não informado,KSW,Não informado,Não informado,Não informado,Alumínio,XLT 12v,29,12,100mm,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Toda Absolute,Hidráulico,Bicicleta Aro 29 KSW XLT 12v Freio Hidráulico Toda Absolute
269,29,Não informado,KRW,Não informado,Não informado,Não informado,Alumínio,R7,29,27,mecânica,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco Hidráulico,Bicicleta Aro 29 KRW Alumínio 27 Vel Freio a Disco Hidráulico R7
270,16,Não informado,Cairu,Não informado,Masculino,Não informado,Alumínio,Racer Kids,Não informado,Não informado,Não informado,"Cestinha, Buzina, Paralamas, Selim personalizado, Freio V-Break, Guidão em aço carbono, Kit de segurança, Protetor de coroa para segurança, Rodinhas laterais para apoio",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,V-Break,Bicicleta Masculina Aro 16 Freio V-Break Racer Kids Cairu
271,29,PretoVermelho,Drais,Não informado,Não informado,Não informado,alumínio,Aluminum,29,27,Com Trava,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,disco,"Bicicleta Drais 27 Marchas Aro 29 Suspensão Com Trava 21"" Preto/Vermelho - 279"
272,29,Não informado,KSW,Não informado,Não informado,Não informado,Alumínio,XLT 2020,29,24,80mm de Cursor,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Hidráulico,Bicicleta Aro 29 KSW XLT 2020 24v Hidráulico
273,29,PretoRosa,Gta,Não informado,Não informado,Não informado,Alumínio,Nx11,Não informado,12,Mecânica,Trava no ombro,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Faixa Bege,Hidráulicos,Bicicleta Aro 29 Gta 12v Kit 1x12 Alumínio Freios Hidráulicos K7 11/50d Garfo Com Trava Pneu com Faixa Bege - Preto/Rosa
274,29,Nero,Absolute,4,Não informado,Não informado,Alumínio,KSW XLT 27V,29,27,Trava no Guidão,Não informado,Não informado,Não informado,Não informado,"Urbano, Trilhas Leves e Medianas",Não informado,Não informado,Hidráulico,Disco Hidráulico,Bicicleta 29 Absolute Nero 4 2x9V Hidraulico Trava no Guidão
275,29,PretoVerde,Ksw,Não informado,Não informado,Não informado,Alumínio,Xlt,Não informado,24,Com Trava,"Câmbios Shimano Altus, Freios Hidráulicos, Garfo Com Trava",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Hidráulicos,Bicicleta Aro 29 Ksw Xlt Câmbios Shimano Altus 24v K7 Alumínio Freios Hidráulicos Garfo Com Trava - Preto/Verde
276,Não informado,azul,Buba,Não informado,Unissex,Equilíbrio,EVA,Não informado,Não informado,Não informado,Não informado,4 Rodas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Bicicleta de Equilíbrio Infantil sem Pedal Buba
277,29,Não informado,KSW,Não informado,Não informado,MTB,Alumínio,XLT100,29,27,100mm de Curso com Trava no Ombro,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Hidráulico,Bike Aro 29 KSW XLT100 27 Marcha Shimano Altus F. Hidráulico
278,16,Não informado,Athor,Não informado,Feminina,Infantil,Aço carbono,Baby Lux Princess,Não informado,Não informado,Não informado,Rodinha lateral,Não informado,Não informado,Princess,Não informado,Não informado,Não informado,Não informado,V-Brake,Bicicleta Infantil Aro 16 Athor Baby Lux Princess Feminina
279,29,Não informado,Ksw,Não informado,Não informado,Não informado,Alumínio,Xlt,Não informado,21,80mm,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco,Bicicleta 29 Ksw Xlt Aluminio 21v Freio a Disco
280,29,Não informado,Tridal Bike,17,Não informado,Mountain Bike,Aço Carbono,Evolution,Não informado,21,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,100 Kg,Não informado,V-brake,Bicicleta Tridal Evolution Mountain Bike Aro 29 36 Raios Freios V-brake
281,29,Não informado,KSW,Não informado,Não informado,MTB,alumínio 6061,Xlt,29,27,suspensão com trava no ombro,Não informado,Não informado,Não informado,Não informado,passeios,Não informado,Não informado,Não informado,Hidráulico,Bicicleta Aro 29 Ksw Xlt Shimano Alivio 27v Freio Hidráulico
282,29,PretoVermelhoLaranja,Ksw,Não informado,Não informado,Não informado,Alumínio,Xlt,Não informado,27,Com Trava,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Hidráulicos,Bicicleta Aro 29 Ksw Xlt 27v Câmbios Shimano Altus Freios Hidráulicos Garfo Com Trava Pneu Bege - Preto/Vermelho/Laranja
283,12,Rosa,Styll Baby,Não informado,Não informado,Infantil,Aço carbono,BIK-03010-99,Não informado,Não informado,Não informado,"Manoplas e manete anatômicos, Pneus em EVA, Rodinhas auxiliares laterais, Compartimento cobre corrente em plástico",Não informado,Não informado,Bubu E As Corujinhas,Não informado,Não informado,Não informado,Não informado,Não informado,Bicicleta Aro 12 Bubu E As Corujinhas - Styll Baby
284,29,Não informado,KSW,Não informado,Não informado,MTB,Alumínio,XLT,29,24,80mm,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Hidráulico,Bicicleta aro 29 KSW XLT 24 Marcha Shimano Freio Hidráulico
285,29,Não informado,Rower,Não informado,Não informado,Não informado,Aluminio,Xlite,Não informado,21,Curso 100x32mm,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco mecânico,Bicicleta aro 29 Rower Xlite 21v Freio a Disco Mcz19
286,16,Rosa,Caloi,Não informado,Feminino,Infantil,Aço,Barbie,Não informado,1,Não informado,Não informado,Não informado,Não informado,Barbie,Não informado,Não informado,25 Kg,Não informado,Cantilever,"Bicicleta Caloi Barbie, Aro 16, Rosa"
287,12,Não informado,Nathor,Não informado,Menina,Balance,Aço Carbono,Love Equilíbrio,Não informado,Não informado,Não informado,Limitador de giro do guidão,Não informado,Não informado,Não informado,Não informado,Não informado,21 kg,Não informado,Não informado,Bicicleta infantil Menina Balance Love Equilíbrio sem Pedal - Nathor
288,29,Não informado,Ksw,Não informado,Não informado,MTB,Alumínio,GTA RX,29,12,Cursor de 100mm com trava no GUIDÃO,Não informado,Não informado,Não informado,Não informado,Trilha,Não informado,Não informado,Não informado,Hidráulico a Disco,Bicicleta Aro 29 Ksw 1x12v GTA RX Hidraulica C/Trava Guidão
289,20,Bicolor,Ultra Bikes,11,Não informado,Não informado,aço carbono,Rebaixada,Não informado,Não informado,rígida,Adesivos em alto brilho,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,V-Brake,Bicicleta Ultra Bikes Aro 20 Rebaixada Bicolor Freio V Brake
290,12,Não informado,Styll,Não informado,Feminino,Infantil,Aço carbono,Patati Patatá,Não informado,Não informado,Não informado,"Rodas para-lamas, rodinhas laterais auxiliares, cadeirinha de boneca no guidão, mesa de direção em nylon reforçado",Não informado,Não informado,Patati Patatá,Não informado,Não informado,22Kg,Não informado,Tambor,Bicicleta Infantil Patati Patatá Aro 12 3 a 5 Anos Styll
291,29,PretoRosa,Ksw,Não informado,Feminina,Mtb,alumínio,Mwza,Não informado,24,Garfo Suspensão,Freios Hidráulicos,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,a disco hidráulico,Bicicleta Feminina Aro 29 Ksw Mwza 24v Freios Hidráulicos Garfo Suspensão Mtb - Preto/Rosa
292,29,Não informado,Alfameq,Não informado,Não informado,MTB,Alumínio,ATX Altus 24V,29,24,Com trava no ombro,Freio Hidráulico e K7,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco Hidráulico,Bicicleta Aro 29 Alfameq ATX Altus 24V Freio Hidráulico e K7
293,29,Não informado,Absolute,Não informado,Não informado,MTB,Alumínio,Nero 3,29,24,80mm de Cursor,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Hidráulico,Bicicleta MTB Aro 29 Absolute Nero 24 Marcha Freio a Óleo
294,700,Não informado,Sense,"S (49), M (52), L (55), XL (58)",Unissex,Gravel,Alumínio,Versa Evo,Não informado,20,Suspensão dianteira,"Quadro em alumínio 6061 T4T6 hidroformado de dupla espessura com geometria Gravel, cabeamento interno e caixa cônica, garfo em fibra de carbono, eixos passantes de 12mm, grupo GRX 210 V, freios a disco de acionamento hidráulico no padrão flat mount, canote Sentec com amortecimento, pneus Schwalbe G-ONE 700x40c, bolsas de quadro e guidão.",Não informado,Não informado,Não informado,Ciclismo Gravel,"S (49), M (52), L (55), XL (58)",Não informado,Não informado,Disco Hidráulico,Bicicleta Gravel Sense Versa Evo 2023 Shimano Grx 2x10v
295,29,Não informado,Ksw,Não informado,Não informado,Não informado,Alumínio,Não informado,29,21,Cursor,Trava,Não informado,Não informado,Não informado,Urbano,Não informado,Não informado,Não informado,Disco,Bicicleta Aro 29 Ksw 21 Marchas Freios a Disco e Trava
296,26,Preto,Teccity,19,Não informado,Elétrica,aço ao carbono,10Ah Motor Dianteiro 350W,26,18,Não informado,Não informado,bateria de lítio,350w,Não informado,urbano,Não informado,120 kg,Não informado,v Brake,Bicicleta Elétrica Teccity 10Ah Motor Dianteiro 350W - Preto
297,29,Não informado,DROPP,"15, 17, 19, 21",Não informado,Não informado,ALUMÍNIO 6061,SW 12V,29,12V,com Trava,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,HIDRÁULICO,Bicicleta Dropp SW 12V Aro 29 Freio Hidráulico Suspensão com Trava
298,29,Não informado,KSW,Não informado,Não informado,MTB,Alumínio,XLT,29,12,Com Trava,Freios Hidráulico,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Hidráulico,Bicicleta Aro 29 KSW XLT 12V Freios Hidráulico Susp C/ Trava
299,29,Não informado,Oggi,155,Não informado,Mtb,Não informado,Bw 73,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco,Bicicleta Mtb Aro 29 Oggi B.w. 7.3 Tam 15.5  Freio Disco
300,29,Não informado,GTS,Não informado,Não informado,Elétrica,Alumínio,GTS M1 I-VTEC Beach Caiçara,29,Não informado,Rígido,Pedal assistido,Bateria,350W,Não informado,Urbano,Não informado,100 kg,Não informado,Disco Hidráulico,Bicicleta Elétrica GTS aro 29 Freio a disco Hidráulico 350W Bateria 10Ah / GTS M1 I-VTEC Beach Caiçara 350W
301,29,Não informado,KSW,Não informado,Não informado,MTB,Alumínio,XLT 100,29,21,Dianteira,"Engate rápido, Trocadores Ez-Fire Alavanca, Freio a Disco Mecânico",Não informado,Não informado,Não informado,Passeio e Trilhas Leves,Não informado,Não informado,Não informado,Disco,Bicicleta Aro 29 Ksw Alumínio 21v Alavanca V-Fire Freios a Disco e Suspensão
302,29,Não informado,KSW,19,Não informado,Mountain Bike,Alumínio,XLT 20,Não informado,27,Suspensão Preto 100 mm com trava no ombro,Não informado,Não informado,Não informado,Não informado,Mountain Bike,Não informado,130 Kg,Não informado,Freio a disco hidráulico 160 Shimano Acera M3050,Bicicleta Quadro 19 Aro 29 Alumínio 27v Freio Disco Hidráulico XLT 2.0 - KSW
303,29,Não informado,GTS,15,Unissex,Não informado,alumínio,Feel RDX,29,21,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,a disco,Bicicleta aro 29 gts feel rdx freio a disco 21 marchas shimano
304,29,Não informado,KSW,Não informado,Não informado,MTB,Alumínio,XLT,29,27,100mm,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Hidráulico,Bicicleta Aro 29 KSW XLT 27V Shimano Alivio Freio Hidráulico
305,26,Preto,Caloi,17,Não informado,Não informado,Alumínio,Rouge,Não informado,21,Susp Dianteira,Não informado,Não informado,Não informado,Não informado,Lazer,Não informado,Não informado,Não informado,V-brake,Bicicleta Mobilidade Caloi Rouge Aro 26 - Susp Dianteira - Quadro Alumínio - 21 Velocidades - Preto
306,20,Preto e Laranja,Nathor,Não informado,Infantil,Não informado,Aço carbono,Apollo,Não informado,Não informado,Não informado,"Movimento central deslocado, Freios V-Brake, Maçaneta em alumínio, Pezinho de descanso exclusivo, Protetor de corrente, Pneus com câmara",Não informado,Não informado,Não informado,Não informado,Não informado,70 kg,Altura máxima recomendada: 120 - 150 cm,V-Brake,Bicicleta Infantil Aro 20 - Apollo - Preto e Laranja - Nathor
307,16,Preto,Mymax,Não informado,Não informado,Eletrica,Alumínio,Myway 40,16,Não informado,Não informado,Não informado,Não informado,250W,Não informado,Não informado,Não informado,120 kg,Dobrável,Disco,Bicicleta Eletrica Ebike Myway 4.0 Aro 16 45km Aut Preto
308,12,rosa e lilas,verden,Não informado,Não informado,Não informado,aço carbono,Não informado,Não informado,Não informado,Não informado,protetor de corrente e paralamas,Não informado,Não informado,Não informado,Não informado,Não informado,25kg,Não informado,nylon com manetes anatômicos,Bicicleta aro 12 paty rosa e  lilas verden
309,29,PretoVermelho,Absolute,Nero 4,Não informado,Não informado,Alumínio 6061,Não informado,Não informado,27,Trava e Regulagem,"Cabeamento Interno, Rapid Fire, K7, Freio Hidráulico",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Hidráulico,Bicicleta Aro 29 Absolute Nero 4 Cabeamento Interno 27v Freio Hidráulico K7 Garfo com Trava - Preto/Vermelho
310,29,Não informado,KSW,Não informado,Não informado,MTB,Alumínio,XLT100,29,27,100mm de Curso com Trava no Ombro,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco Hidráulico,Bike Aro 29 KSW XLT100 27 Marcha Shimano Altus F. Hidráulico
311,12,pretoverde,Nathor,Não informado,infantil,urbana,aço carbono,Black,Não informado,Não informado,Não informado,"rodas de treinamento, guarda-lamas, bagageiro",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,tambor,Bicicleta urbana infantil Nathor Black 12 freios tambor cor preto/verde com rodas de treinamento
312,16,Vermelho,Athor Bikes,Não informado,Masculino,Bmx,Aço carbono,Atx C,Não informado,Não informado,Não informado,"Guidão cross, protetor de corrente, rodas laterais, rodas raiadas",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,"Roda lateral, cobre corrente",V-Brake,Bicicleta Infantil Aro 16 Bmx Athor Atx C/ Rodinha Vermelho - Athor Bikes
313,29,PretoVerde,Ksw,Não informado,Não informado,Não informado,Alumínio,Xlt,Não informado,21,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco,"Bicicleta 21 Marchas Ksw Xlt Alumínio Aro 29 32r 15"" Preto/Verde - 243"
314,29,Não informado,Não informado,Não informado,Não informado,Não informado,Alumínio 6061,Cripto,Não informado,27,Cursor de 100mm com trava,Não informado,Não informado,Não informado,Não informado,Urbana e Trilhas,Não informado,Não informado,TravaK7,Hidráulico a Disco de 160mm,Bicicleta Aro 29 Cripto 27 Marchas Freio Hidráulico Trava/K7
315,29,CinzaPreto,Ksw,17,Não informado,Não informado,Alumínio,Xlt,29,24,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco,"Bicicleta 29 Ksw Xlt Freio a Disco 24 Marchas Alumínio 17"" Cinza/Preto - 233"
316,29,Não informado,KSW,Não informado,Não informado,MTB,Alumínio,XLT,29,27,100mm com Trava no Ombro,Freio Hidráulico,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco Hidráulico,Bicicleta aro 29 KSW XLT 27V Shimano Freio Hidráulico Trava
317,29,Não informado,KSW,Não informado,Não informado,Não informado,ALUMÍNIO 6061,XLT,29,21,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco HIDRÁULICO,Bicicleta 21v Ksw XLT 29 Câmbios Shimano  Freio a Disco HIDRÁULICO 32r
318,29,Não informado,Krw,Não informado,Não informado,MountainBike,Alumínio,S1,29,24,Suspensão dianteira,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,a Disco,Bicicleta Aro 29 Krw Alumínio 24 Velocidades Freio a Disco Suspensão dianteira MountainBike S1
319,29,Não informado,gts,17,Não informado,Não informado,alumínio,Não informado,Não informado,24,gts,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,a disco,Bicicleta aro 29 gts  24 marchas freios a disco câmbios Shimano /gts
320,29,Não informado,Absolute,Não informado,Não informado,MTB,Alumínio,Hera,29,12,Sem Trava,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,K7 e Trava,Disco Hidráulico,Bicicleta Absolute Hera MTB 12 Velocidades K7 e Trava
321,29,Não informado,GTA,Não informado,Não informado,MTB,Alumínio,NX11,29,8v,80mm de Cursor,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Hidráulico,Bicicleta MTB Aro 29 GTA NX11 24V Shimano Altus Hidráulico
322,29,Branco,Absolute,Não informado,Feminina,Não informado,Alumínio,Hera,Não informado,24,Suspensão,"Câmbios Shimano, Garfo Suspensão",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco Mecânico,Bicicleta Aro 29 Absolute Hera Feminina Alumínio 24v Câmbios Shimano Garfo Suspensão - Branco
323,12,VioletaBranco,Caloi,Não informado,Menina,Infantil,Aço Carbono,Cecizinha,Não informado,Não informado,Não informado,"Limitador de giro, regulagem de ângulo do guidão, regulagem de altura do selim, movimento central avançado",Não informado,Não informado,Não informado,Não informado,Não informado,21 kg,Rodinha,Não informado,Bicicleta Infantil Menina Aro 12 Cecizinha Caloi Rodinha
324,29,Não informado,KSW,Não informado,Não informado,MTB,Alumínio,XLT,29,21,80mm,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Relação Shimano Completo,Disco,Bike Aro 29 MTB KSW 21V Relação Shimano Completo Freio Disco
325,29,Grafite Preto,Dropp,15,Não informado,MTB,Alumínio 6061 AMS,SX Ride,Não informado,21,Suspensão de 100mm sem Travabr,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,110 kg,Não informado,Disco Mecânico 160mm,Bicicleta MTB SX Ride Aro 29 Quadro 15 com 21 Marchas Freio Mecânico Grafite Preto - Dropp
326,29,Não informado,KSW,Não informado,Não informado,MTB,Alumínio,XLT Altus 24v,29,24,100mm de Cursor com trava no ombro,Trava,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco Hidráulico,Bicicleta Aro 29 KSW XLT Altus 24v e Trava
327,29,PretoVermelhoLaranja,Ksw,Não informado,Não informado,Não informado,Alumínio,Xlt,29,27,Suspensão,Rapid Fire,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco Mecânico,Bicicleta Aro 29 Ksw Xlt Alumínio 27v Freio a Disco Mecânico Garfo com Suspensão - Preto/Vermelho/Laranja
328,29,Não informado,KSW,Não informado,Não informado,Mountain Bike,alumínio,XLT,29,21,29 Over em Aço Preto Importadobr,Não informado,Não informado,Não informado,Não informado,Mountain Bike,Não informado,Não informado,Não informado,Disco Mecânico,Bicicleta Aro 29 Ksw 21 Velocidade Freio a Disco
329,26,Vermelha,Cairu,Não informado,Não informado,Cargueira,Não informado,Carga Pesada,26,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,160 kg,Não informado,Não informado,Bicicleta Cargueira Aro 26 Cairu Carga Pesada Vermelha
330,29,Não informado,KOG,Não informado,Feminina,Mountain Bike,Alumínio,Não informado,29,21,80mm de Cursor,Não informado,Não informado,Não informado,Não informado,Urbano,Não informado,Não informado,Não informado,Disco Mecânico,Bicicleta Feminina Aro 29 KOG 21V Cambio Shimano Freio Disco
331,29,Azul Pantone e Preto,KSW,19,Não informado,MTB,Alumínio,Não informado,29,21,mecânico,Não informado,Não informado,Não informado,Não informado,Passeio,Não informado,Não informado,Não informado,disco,Bicicleta Aro 29 Ksw Alumínio 21 Vel Câmbios Shimano Azul Pantone e Preto Tamanho 19
332,29,PretaLaranja,Houston,19,Não informado,Não informado,Não informado,Skyler,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Bicicleta Houston Skyler 29 Tamanho 19 Preta/Laranja
333,26,Não informado,Nathor,Não informado,Feminino,Urbana,Não informado,Anthon,Não informado,Não informado,Não informado,Cobre-corrente,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Bicicleta Adulto Aro 26 Anthon Nathor
334,29,Preto Rosa e Azul,GT,Não informado,Não informado,MTB,Alumínio 6061,Sprint Volcon,Não informado,27,Suspensão dianteira,"Freios a disco mecânico, pedivela em alumínio",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Hidráulico,Bicicleta Aro 29 GT Sprint Volcon 27v  Preto Rosa e Azul
335,29,Não informado,Caloi,17,Não informado,Explorer,Alumínio,Comp,29x23C,2x9,Suspensão,Boost,Não informado,Não informado,Não informado,MTB,Não informado,Não informado,Não informado,Hidráulico,Bicicleta Caloi Explorer Comp Aro 29 Quadro Tamanho 17
336,20,Não informado,Forss,Não informado,Não informado,Passeio,Aço,Cross,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Freestyle,Não informado,Não informado,Não informado,Não informado,Bicicleta Infantil Freestyle Aro 20
337,26,Não informado,Colli,Não informado,Masculino,Não informado,Aço Carbono,CB 500,Não informado,21,Não informado,"Suporte de guidão em alumínio, pedal de nylon com refletor, cubo dianteiro e traseiro acoplados de ferro, corrente fina, freio V-brake, pneus totalmente resistentes",Não informado,Não informado,Não informado,Não informado,Não informado,Acima de 60 quilos,Não informado,V-brake,Bicicleta Colli Bike Adulto CB 500 Aro 26
338,20,Não informado,Polimet,Não informado,Não informado,Mountain Bike,Não informado,7121,Não informado,1,Não informado,"Freio V-Brake, guidão Downhill, pedal MTB plástico com refletor",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,V-Brake,Bicicleta Aro 20 Mountain Bike Polimet 7121
339,29,Não informado,Kls,Não informado,Feminina,Urbano,Alumínio,Mountain Bike,Não informado,21,Com Suspensão,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,100Kg,Não informado,A Disco,Bicicleta Aro 29 Alumínio Kls King Freio A Disco Mtb 21 Marchas Feminina
340,29,Não informado,GTSPROM5,Não informado,Unissex,Não informado,Não informado,Urban,29,27,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Hidráulico,Bicicleta aro 29 gtsprom5 urban câmbio shimano freio hidráulico 27 marchas
341,29,Não informado,Audax,15,Não informado,MTB,6061 T6,TX,Não informado,24,Não informado,cabeamento interno,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,hidráulicos,Bicicleta Aro 29 Audax TX 24 velocidade shimano freios hidráulicos
342,29,Não informado,Spaceline,Não informado,Não informado,Mountain Bike,Alumínio,Vega,29,27,Suspensão,Não informado,Não informado,Não informado,Não informado,MTB,Não informado,Não informado,Não informado,Hidráulico,Bicicleta Aro 29 Spaceline Vega 27 Velocidades Freios Hidraulicos com Suspensão
343,29,Cinza,Gta,Não informado,Não informado,Não informado,Alumínio,Start,29,27,Garfo com Suspensão,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco Mecânico,Bicicleta Aro 29 Gta Start Alumínio 27v K7 Freio a Disco Mecânico Garfo com Suspensão - Cinza
344,26,Não informado,Viking,135,Não informado,FreeRide,Alumínio,TuffX25,26,21,80mm,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Disco,Bicicleta Aro 26 Viking TuffX25 Freeride Freio a Disco 21V
